cleaned_text,sentiment
 is sorry but really glad you are back ,Positive
good morning wow temperatures dropped 25 degrees in one day in south florida yesterday was 83 now its only 58 at least its sunny  ,Positive
i have discovered that i have the same vibrator as one of the crazier people on the reality show tough love that disturbs me but keeping it ,Positive
 lol byeee time to go ,Negative
 if t would have got my ticket  that rotten mudasucka,Negative
 ongina perhaps contestant in rupauls drag race ,Positive
 can you pls put up a pic in my default section this crap is overwhelming  i am going to bed lol,Negative
 could be  mine grew out down my back and then all fell off ,Positive
will be going to dentist later in the day for braces checkup ,Negative
 agreed love the sound but hates how everyone knows them ,Negative
 i do the same when i see lincoln being mentioned on the weather ,Positive
enjoying  breakfast with katita  and   waiting for ,Positive
so thankful to have amazing friends to help me when i am in a pickle ,Positive
 would i strive for anything but perfection come on i thought you knew me better than that ,Positive
ummm15 updates in 2 seconds hax0rnofollow ,Negative
 haha he is he will playerladies man though  xoxo,Negative
 it is now  it is drunknmunky and the monkey is made of tiny fake jewels lol it looks really gay but i bought it from ebay,Positive
 you were amazing rach thank you for the music i waited outside but you never showed up  there is always the next album,Negative
nothing like some tormented radio to help the work day fly by ,Positive
great weekend with the bffs freelancing clean room doc project coming along graduation national championship life is good  twoosh,Positive
 yes i have watched the first episode so far and loved it love love love it  2nd episode tonight,Positive
 sorry to hear that  anything specific x,Negative
think i may have to go to the er today ,Negative
is awake and should not be ,Negative
its quater to 10 i am a little tired which is a big shock since i got hardly any sleep last night lol ,Positive
off out to doctors appointment ,Negative
 i got your package wow i am so excited my very own one so do i plant it in a pot for now and water it till it grows ,Positive
 lt33 codezthey have been mia though ,Negative
 i was being all nerdy amp thinking they could help me with my metropolitan area network ,Negative
still reconcilling bloody key depositscraving hot beaches and blue seas my baby and me sitting under palm trees not going to happen ,Negative
finished my attempted at manual labour time for shower and nice lunch ,Positive
 it is the nature of the job  i am not a fan of 4am outages either hope it went well ,Positive
 i am still awake too lol cannot sleep  glad your up though ,Negative
 glad you enjoyed your first day frend ,Positive
 how long were you planning to live life expectancy in lewisham is low ,Negative
 omg i think i had that poster  hehehee,Positive
i do not get statistics  its all a bunch of mumbo jumbo for me,Negative
 aye hardly suitable for me to watch at work had to close it down sharpish ,Positive
 aww i wish i would been looking out the window  or on the balcony doing something silly ,Positive
off to the dentist it is snowing  hope the roads are okay ,Negative
layin in bed awakefeeling my little friend wiggle roundwaiting to meet him ,Positive
 my anger is getting bigger for every minute that goes by i got some uglycomments on one of my videos ,Negative
sigh i need to find my reallife effron ,Negative
going to bed soon  finally i was talkin with one of my best friends myla  i have not had good girltalk in a long time  funfun,Positive
 alas i have no pimms ,Negative
 there was definitely a romance about the time cool games crappy music that seemed cool then ,Positive
i am dyingggg my kid has a taser inside of my uterus or something ouchie  i now understand what most mommas call quotlightening crotchquot,Negative
great weather today finally the sun is back ,Positive
 xserve and i bet 2tb time capsules i feel like we could be doomed as well but did not want to alarm anyone ,Positive
watching ellen show ,Positive
jon could totally say mannies and peddies and i would shut my fat face about it  ,Positive
 i used it for undergrad dissertation many years ago but have not used it sincerecall hating it but think i need to use again ,Negative
i am just thumbing along    ,Positive
painfully slow night made more painful by a serious lack of sleep ,Negative
datagov comes to life even in the form of a jpeg image  all great things start like that   ,Positive
 honestly you can only speak to urself because no 1 cares  airport someone will always direct you 2 the next person ,Negative
 lol some people are so outdated ,Positive
lovely evening long but productive night  i heart the reality tv awards  now sleep,Positive
 did not even notice foes that make it ironic if you corrected it ,Positive
i do not know how i am getting back to miami  it is like no one cares,Negative
i want to rock a maxi dress  coachella but lacking funding ,Negative
 good luck with that in sligo it is raining really bad after a nice and sunny morning ,Negative
watching eastenders revealed while eating chicken noodle soup going to get upset all over again re danielle amp ronnie ,Negative
by the way i never imagined that i would have 111 followers thank you all even the robots ,Positive
is watching hannah montana  ,Positive
 that ivor tossel quote is fabulous ,Positive
off to the office again today  going to be a busy day  so many things to do,Negative
 hey i do the same thing sometimes when i type too fast  lol i understood what you meant  let me know how it is coming along,Positive
going to go cut up some chickeeeen ,Positive
 i have been good and girl i have not been in the blog scene for almost 3 weeks  sooo yeah lol buuuut i will check it out soon,Negative
omg this bed is making me sick  i cannot even sleep in it ,Negative
i am looking at making a water pond in the back yard it will have fish and frogs and a bridge ,Positive
righto time for work have a productive day everyone and do not stay on here too long ,Positive
 thank you katie heading to the club as we speak you have yourself a stellar night as well take it easy homey ,Positive
 i just miss the 4th amendment ,Negative
sick at work  took monday off going to take tomorrow off,Negative
 oh no i have not watched any of the current season yet because i was afraid it would start to suck ,Negative
 no sun here  and i was hoping to sit out on the balcony ,Negative
 i love it so exciting to see new growth everywhere insects making most of first pollen bustling in hedges birdsong ,Positive
 i want that in writing  like maybe a personalized signature in your new book ,Positive
a lovely day blazing sunshine too bad i have to work ,Negative
happiness is not ours to take it is ours to give just like love do not ask for it give it and be glad you can do it ,Positive
baaaahhhh better luck next time blues ,Negative
my phone is off   but i do have a new number and other ways to reach me until then me message me with your numbers please thank you,Negative
 oops feel like i am breaking a few hearts now ,Negative
up and at work after a late night watching the game state lost ,Negative
 aw she sounds so cute ,Positive
 there is a more verbose explanation here  ,Positive
 ohh i hope you can sleep soon  cute dog but i have heard counting sheeps did not work because than your brain works greets germany,Positive
 oh ok cali kush it is lol wish we had that out here never experienced yet smh ,Negative
 nah obama had unc as his champ izzo should get a 479 billion bonus ,Positive
very hungry but it is after midnight ,Negative
goshit would be nice if people could be super chill about everythingwhy get worked up over nothingunnecessarylife is too short for that ,Positive
having my atampt dsl going down so frequently is getting very annoying ,Negative
 i wish i was not spending record store day on a greyhound bus  aaand im seeing mward next weeeekkkk,Negative
 i have the same problem but it is 443 here let us see if counting works123456 57 58 132 133 134 no zs for me ,Negative
four games this fall modern warfare 2 halo 3 odst brutal legend and bioshock 2 i need more cash ,Negative
 if i have one i will ,Positive
i am lonely  keep me company 22 female fort myers  florida,Negative
good morning world  its to early to be at work  ,Negative
is phucked up  i love audel ,Positive
 levoncould not have said it better my self  ,Positive
ok guys  we have officially launched new languages  and   really fun if you ask me  ,Positive
slideshares embed code is annoying me  sorry about the tiny embed  ,Negative
spent the afternoon on this steed always good 2 keep a tidy garden lady garden   lol  ,Positive
feeling inspired to do a number of thingsto busy to do them though  creative outlet needed,Negative
dress up day at work i look good damnit ,Positive
 your music is now playing on tv and the radio in australia now it took alot of requesting but we did it ,Positive
how many people does he want to rip it out of really ,Positive
hour 12 of flex week only 28 more to go ,Positive
but ha internet explorer is being nice to me  mozilla firefox is mean,Positive
absolutely adoring my son he is growing up too fast though ,Negative
must stay of etch shop must stay of etch shop must stay of etch shop must stay of etch shop    dammit ,Negative
 see ya anastasia have a marvellous day ,Positive
waiting for home amp away to come on    got to love that shoooow ,Positive
 well frankmusik is on the uk store but we cannot buy it from there ,Negative
 thanks for concern no physical harm i was just about to enjoy some malatang when i found my wallet forever gone ,Negative
good morning twitter world ,Positive
what a fantastic week end  did some plumbing  did not work fitted a touch panel  broke it ,Negative
 you are very welcome ,Positive
 no the idiot who took it ,Positive
 i think you spoke too soon  big black rain cloud charging towards town now ,Negative
school work boring  working on a business law paper right now cannot wait till i am done  hopefully tomorrow grrrr   ,Negative
 thanks for the recommendation patrick ,Positive
ran into alaina on the t  great way to start the morning  ,Positive
 you need to follow   pass it on ,Positive
 not fun amp furious the new mantra for the bay 2 breakers it was getting 2 rambunctiousthe city overreacted amp clamped down ,Negative
quotbest decision of my week i mean like not my whole weekquot ,Positive
need cuddling now ,Negative
 do not be lonely life is good ,Positive
lt likes to go out on this beautiful sunny day and drive his cbr but got work to do ,Negative
um  i think i bombed that quiz ,Negative
 yeah i know it was horrible ugh saddening ,Negative
off work yay i am so tired ,Negative
 so it got to 78 yesterdaytied the record today about as warmaround 75 it feels like summer but not for long ,Negative
i am headed to san franciso ,Positive
its my birthday  too bad i have to spend it without the hubby,Negative
 thanksyou toobut my friends are taking foreverif they take too long i am going to go to sleep ,Negative
been doing eyedrops four times a day for almost a fortnight now  i miss every single time and end up with a wet face  epic epic fail ,Negative
 time is what happens when you get distracted from the present moment ,Positive
going to get rid of my kirstie alley hair later ,Positive
all the silly things of our society seem irrelevant and yet mall of emirates is not so far away ,Positive
desperately tired with another late night to look forward to  roll on easter break,Negative
sad that the feet of my macbook just fell off ,Negative
i am trying to find a suitable replacement for diet sodabut this large unsweetened iced tea is gross ,Negative
hating this weather had to brng back out my winter gear ,Negative
me 20 officially launches and is already picked up by marketwatch and earthtimes  spread the joy    ,Positive
cold tired stressed annoyed irritated getting sick ugh i hate life  cannot wait till the weekend i get to see people again,Negative
i am all sore  on my days off why ,Negative
 i am the lucky girl i am a lot to put up with and he loves me for it ,Positive
bits goa forces chief warden to resign after a mass revolt lasting 4 hrsway to go people ,Positive
waiting to go back to my cold lonely student room   booo,Negative
politician is to journalist as tree is to dog ,Positive
i could spend an entire day writing witty responses to  tweets and it would be a day well spent ,Positive
 yes my thesis is named after that book ,Positive
 i cannot believe you pulled that off  good shit dude  i so wish i was there  sounds like it went well  ,Positive
 i am so sorry to hear about your dog ,Negative
aw the women are dead adorable ,Positive
  you are enjoying this far far too much,Negative
 quothead onquot by pixies because the video is awesome and underplayed ,Positive
 goooon satans tonight lostprophets are playing reading ,Positive
 sarah and i think it looks like something from a horror movieso creepy   i am emailing you right now,Negative
 time to dumb down ,Positive
haz her gown ordered today  and dropped boogie off to the airport  and now laundry galore is to be continued,Positive
cannot eat drink or breath properly thanks to the bad throat infection ,Negative
at work  getting a twitter account ,Positive
 i am beginning to think that you are now finally twiverted ,Positive
finalising annual report for 2008 ugh ,Negative
ugh why is it blizzarding in colorado will not be seeing my parents this weekend  their plane got cancelled,Negative
stupid bus was early  i missed it stupid thing  then i missed the bus after that  finally got a bus then missed my second  gutz,Negative
whoops sorry to anyone trying to email me earlier today my inbox was full but should now be empty ,Positive
tired eyes from playing guitar hero and making dinner made white choc brownies but do not feel like eating them ,Negative
fishin in edisto for the next couple days ,Positive
 i have the same problem here  but with rabbits   ,Positive
 drunk tweeting  hahaha i am sick and drinking was out of the question last night ,Negative
 yup the whole game was amazing technically it looked great gutted i sold the game and my original xbox now actually ,Negative
fourth day of holidays i am sooo bored ,Negative
 eric get a twitter lol and sorry about your teeth  why are you getting them out dentists will do anything for money,Negative
 where were youu hahaa my only friends here  haha lmaooo this thing really is popular but i sitll cannot figure comethings out,Negative
 is house md still an ahole or has he changed character yet  i lost track of that show months ago ,Negative
work til 5 quick dinner class til 9 i haaate tuesdays ,Negative
my trainer calls  i have to go to sport ,Negative
 for example i just spent 2hours cleaning followings followers    i want 2return follow humans  good people   i sleep now,Positive
 you will run out of fingers to put rings on soon ,Positive
  i need a different job if he is going to chat all night he is cute so i will get over it ,Positive
weekend was crazy 3 parties and got back together with my girlfriend  things are going great,Positive
well that was a fun nights work now to start the working day ,Negative
 do it do not be grumpy though that makes the internet a sad panda ,Negative
i nearly spoiled myself for house did just a teeny bit saw a name but then it went away via link  i will not be terribly surprised now  ,Negative
 woohoo liking the love for tweeting via dsi that is been going around ,Positive
 your sports editor never got back to me ,Negative
 i hate morn workouts because i love to sleep late  ha have fun in mexico love the show is the trip going to air on keeping up,Positive
just got a 25euros fine a bad sore throat and a horrible running nose what a great weekend ,Negative
 i cannot see anything  stupid youtube and their location restrictions who is in the speedo,Negative
 pot just gone on  cookies soon to go into the oven ,Positive
happy friday twitter bugs have a safe and fun night i am stuck in the house studying ,Negative
 ooh the room of requirement  ,Positive
 do not know   i would suggest us the site itself is registered in europe somewhere  but is not eu  so us would be my guess,Negative
 yep i remember anne of green gables they filmed a series near toronto based on the books meegan follows starred in it ,Positive
just scared my files will be gone by tomorrow  that would be a nightmare all the most important files are there,Negative
 enjoy the crowd ,Positive
should be going to bed maybe i will do that but i am thinking i will put on anastasia on my laptop as i fall asleep ,Positive
  did you want me to see the indigenous medical officer lol ,Positive
one of my toons on city of heroes just sold an item for 25mil influence  that will never happen again  of course it does not need to ,Positive
 i am at workkkk  i am freezing too i need a mass hug from you can i call you 2night babe xxx,Negative
 as long as it is not hot dogs ,Positive
just bought a car and my impending fatherhood is affecting my judgement  out with plans of a 330ci and in with a rav4 ,Negative
 fire how you have been ,Positive
 latest n95 rom is about 120 meg and the downloader will abort after 3 tries no prob for you i guess ,Positive
getting ready for worki am super sleepy ,Negative
twitter is not working very well for me and marc faber over dinner is exahusting fare ,Negative
happy birthday sybil wow  coffee at nearly 3 in the morning in for another long night or morning ,Positive
now i am sad that i apparently did not get an email for 31dbbb day 2   oh wells,Negative
is starting her day of laundry and cleaning leaving for bath in t20 hours  alot to do ok coloreds amp jeans first anyone got any,Positive
 thanks for saving my shoe he is made a full recovery and the mud trauma is minimal ,Positive
aww sandra cantu is found dead in a suitcase  missing children stories never seem to go good poor family,Negative
just want to have the greatest friends ever ,Negative
for those who are puzzled by umtweeti wam ,Positive
my new phone is not as spanky as i thought it was going to be  hmmph,Negative
hey everyone have a good weekend it is a dull grey day here ,Negative
 glad to hear you are feeling less punk  the negative connotation variety   today ,Positive
 and that kind of defeats the point of writing them and if you like them you can follow me i try to post at least one a day ,Positive
 maybe more hugs is what i need ,Positive
 woo australia has he been to sydney sydneys luxury amp melbourne is arty i want to move to melb ,Negative
stuck in a faraday cage today ,Negative
i am sooooooooooo over him its funny ,Positive
going home going to have dinner going to wait for my wife ,Positive
yey have finished coursework thank god for that took me 3 hours ,Negative
 hi cutie  welcome to the twitternation,Positive
 did it just begin to reveal the true nature of the company ,Positive
is feeling ill today ,Negative
my hdd dvd died  picked up the new topfield tf71000hdpvrt  with the wifes permission of course,Negative
missed jons tweets again last knight   he waits until i turn off my phone to start twittering  still love him though  lol,Negative
 hmm you have a lot to say tonight that is great  of course here i am up late reading it haha,Positive
 have a great time and take care ,Positive
y do i always end up havin to wait for hrs on end for a certain someone to show up ,Negative
ugh still working on project  just taking a small break,Negative
dude this is the segway you need    ,Positive
 first class  you and bijan need to move to the back of the bus and save your lps some   ,Positive
 yeah you can were going to greenbeltsome condo there  call me if you decide to play hookie hehe,Positive
 thanks  you too i have an essay to write ,Negative
funny courtroom quotations  ,Positive
 that bold rocking out there is it ,Positive
grabbing some food before class maybe 11051220 amp 120310  then nap or swimming and some speech thing for class at 6ish e bye,Negative
good morning everyone just found out my daughter made the honor roll again i am so proud of her ,Positive
new button set is up it is gorgeous  ,Positive
installing call of duty 4 what a big do not hell yeah ,Positive
right eaten some toast with jam not had that for ages hmm now i can think let us watch rest of harry potter 5 ,Positive
lost my free copy of radioactive so cannot put it on my ipod grrand i cannot go out  buy nother coz it came with that paper ,Negative
 sweet will email you a shitload of awesome mcshep recs as soon as possible ,Positive
still had tooth ache ,Negative
wow insane shooting in altoona its turning so awful  ,Negative
he is the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,Negative
 i just watched house and got really sad    i liked kutner,Negative
so far i have 311 on all my sites put together  most of them were me checking out the updates i made,Negative
 a i am such a girl ,Negative
be the change you wish to see in the world ,Positive
 when are you putting a photo up ,Positive
 nobody is posting ironically the second i hit send somebody posted ,Negative
 work  wish i was outside  i should take my break soon,Negative
i so do not want to be awake right now  boo school,Negative
taking photography pics of the beach ,Positive
 i miss you too   how am i going to survive when you go to germany,Negative
its sprained  so glad i am on holidays,Negative
cleaning my room its like a bomb hit it hopefully the money box will turn up ,Negative
i am cold  and nothing seems to be working today like its supposed toolet us see if i can fix something,Negative
updatingffe  that gives me nothing to do for a good twenty minutes,Negative
 i am guessing that was to me because these chairs be a pain but i have no spare powerpoints in my room ,Negative
is home from work ,Positive
is drinking sunny d and eating goldfish ,Positive
i feel like death cannot even believe i am at work right now ,Negative
 i am so glad it always puts me on a better mood too ,Positive
 i am running in quotthe big peach 5kquot here in atl on may 6th   i do 2 races a yr 1 in spring 1 in fall,Positive
 i knowwhat a crazy world ,Positive
 haha yes it did  i will just say that my parents are not available or whatever you know for chi1 it is not cumpulasary ffs,Positive
 allergies suck  i have been having to take zyrtec for the last wk now   ,Negative
wants to hangout with his friends ,Negative
 challenge exceeded nicely done sir ,Positive
oops this stop was not calculated still in tennesse ,Negative
 lol quotplug and chugquot sounds like a night out more than math ,Positive
 i wish i could be at home for easter ,Negative
eating as usualcannot wait for pogo thursday night whoop ,Positive
still 3 more days until my internet gets uncapped ,Negative
no fall out boy tomorrow ,Negative
todays diet 2 packets of chips 2 apples lots of maccas biscuits and sultana cake ,Positive
watching arthur cos i am way cool ,Positive
second attempthi stefanyoure so pretty ,Positive
 i miss snow in april it snowed hereuhhh twice maybe and it was ages ago  i would have danced with you,Negative
 oh yes tampines one woohoo new shopping haunt ,Positive
using opera as main browser again 10 alpha works great ,Positive
 snatchwars tears rolling down face ,Positive
loves the sound of the twittering birds ,Positive
 irl is way more user friendly in my opinion ,Positive
 just downloading it now icywill let you know what i think when i watch it ,Positive
 and by the way thanks for helping me define that better ,Positive
laying in bed i have high hopes it is going to be good  god is good  ,Positive
 sure  i need to do some cleanup with the hiro source code and i will post the results on my blog within 24 hours,Positive
is watching balamory and still waiting for ness to find me on twitter ,Positive
 i am so sorry  i hope you feel better soon,Negative
 i knew i should not have asked  ,Positive
at the airport its soooo cold and the walk is soooo long ,Negative
i want to go out and jog right now but my parents would tell me it is too late  holy crap i miss him like waaaaaaaaaaaaaayy too much,Negative
 oh oh that is sad ,Negative
believe it or not i actually did it ,Positive
 well i was just training thought i would get the job but they want someone more experienced lol i am not meant for hard labor ,Negative
rehearsal at 815 tomorrow ,Negative
omg the best 80s leopard rara dress ever do not want to sell it  xxx,Positive
is having a ham roast on saturday night after lots of travel  yay for easter and being the only child for the weekend ,Positive
morning good i am bloody knackered work is not for me today  helppp xxx,Negative
 haha you better watch those two they might actually kill each other ,Negative
hates replaying that night in my head cannot i just be happy now  i love you little brother lt3lt3lt3,Negative
going to bed after a very blessed day today night twits ,Positive
 sorry  wish employers had decency to let people know either way but keep trying,Negative
 i am confused about how to enter the contest please help ,Positive
woke up late today  by about an hour lol but i am at school now ready to do some portfolio,Negative
is supposed to work for university but the construction sight close by makes contant noise ,Negative
 hello chris did you know that the genuine amp validated cheggers is on twitter  ,Positive
the one day i have to go to school is the same day something exciting happens at parliament square ,Negative
 there ya go silly boy nice job ,Positive
oh wow that is still sucky oh well atleast its later text me as soon as possible tomorrow  goodnight lover of mine ,Positive
its amazing what a from the couch shoot can do to lift our moods in the office ,Positive
 we ignore them at our peril but never fear our friends are keeping a close eye on them and bark loudly to scare them off ,Positive
 as in someone would figure out how to access the mp3s without actually paying for them ,Positive
 oh no the one day i did not go into uni  if you decide to do the harbour bridge climb make sure you go to the bathroom 1st ,Positive
i am guessing my tiffanys necklace and box grew a pair of legs and ran away  ahhhhh,Negative
oh my god i am in so much pain off to lay down and take more oxycodone ,Negative
how is it that i am more heart broken about 5 today then yesterday ,Negative
i have worked out how to integrate twitter into a web page ,Positive
last day in chicago ,Negative
try to use skimmer by fallon for the first time like the overwiev and style would be cool ig you could browse the photos ,Negative
gosh looks like i am housebound for the next wee while this is horrible ,Negative
pray for me please the ex is threatening to start sh at myour babies 1st birthday party what a jerk and i still have a headache ,Negative
i am losing followers lol ,Negative
missed some good oppertunities ,Negative
  thanks for the tip no ff for us this weekend ,Negative
 she is almost here ,Positive
 lol not yet my brutha from anotha mutha ,Positive
the thought of being on the green with my green makes me far too happy speaking of happy only 9 days left ,Positive
sigh rain why did you decide to show up move away you were not invited to the tuesdayparty  this is not the start i hoped for,Negative
my site members mad at me and i think never forget me ,Negative
thinks that i may be in love with the wunderradio app thanks jr ,Positive
i am so sick from stress gah and i need sleep and it is all my fault ,Negative
 morning no sun here unfortunately ,Negative
ooooh such a good night  bed time,Positive
had a lovely night with the best boyfriend and two very good friends ,Positive
it is a nice day for once and chibi and i are stuck at home waiting for a parcel ,Negative
 what is the name of that movie ,Positive
catching up with 24 ,Positive
 we have only got around 9 eps left of 24 ,Negative
it hit me like a ray of sun burning thru my darkest nights you are the only one that i want and i am addicted to your light ,Positive
   a new report ranks nebraska number one in fiscal happiness i th ,Positive
 ack goddammit can you and denton get good before i defect to the best alliance or something ,Negative
is feeling very confused and meh ,Negative
 hey was that an old lady joke on your page forty is the new thirty    hope you had a great birthday,Positive
 welcome to my fam ,Positive
flo rider has sampled that blue song he messed that song up for me ,Negative
 i think i need to go to twitterholics anonymous ,Negative
i cannot believe i am working on such a beautiful day ,Negative
please please please friends of govanhill baths let me in to your empty swimming pool to take photos ,Positive
went to the dentist today totally as a last resort totally broke now too god damn the dental industry needs competition policies ,Negative
at work no hassle at garage today feeling happy ,Positive
yankee doodle went to town ridin on some 20s aww i miss wild n out ,Negative
 awh well you being able to make it is good enough for me  i am still deciding about the pizza we will see when the day gets closer,Positive
 sorry i have forgotten to pack your lunch this week i am just not myself  ,Negative
 just put the  and his name in the screen above  because you cannot reply to him yet  but he should get this  let us hope  haha,Positive
 wonder if jon lost the net,Negative
 the social media diagram  is cc but non derivative  one never knows if someone will mess it up  ,Positive
had an amazing time at the summer set ,Positive
going to bed  goodnightttttt,Positive
 fn selffulfilling prophecies ,Negative
 hugs i hope your day gets better cell phone providers are made of suck ,Negative
 no i did not get it  maybe the mail lost it ,Negative
 a candle loses nothing by lighting another candle   ,Positive
ted had to drive to hilton head this morning ,Negative
busy times at elstree studios new arrivals include murderland secret diary of a call girl  reuniting the rubins  huge  sainsburys ,Positive
what tragedy and disaster in the news this week ,Negative
worked his heart out today doubling my weight at each station result stiff and pulled muscles ouch ,Negative
 hi neighbour  i just moved here 4 months ago sounds like we are in some similar boats ,Positive
 i have pic of bucket kitty but i will probably post it tomorrow now means having to find cables and connections ,Negative
 thanks   also argh and gah and a bit of meh,Negative
am in an internet cafe somewhere in los banosneed to submit something ,Positive
today i am attempting to write some dissertation it is very dull especially with the sun shining outside  xxxx,Negative
going outside to jump on my trampoine  wooot,Positive
volvic apfel  mein top fav  the moment ,Positive
 i did not see your email hmm i just followed you on twitter so you can dm me your information instead if you want ,Positive
waitin to leave the office ina couple of hours to go see fatty ,Positive
 now i think yes ,Positive
my baby turns 9 yo today i am feeling a little old ,Negative
1 hr left of workthen spending the rest of the day with my sick lil girl ,Negative
  funny that about to start doing ours rest assured not a pie chart  bar graph in sight ,Positive
 where is my 900 i am a poor uni student too ,Negative
 yea i only use chrome ,Positive
off to the riteaid then time to make my list of what to do today still loving spring break ,Positive
 good news about the next carpool episode as an expat i naturaly do not get to see any of such personalitys  thanks,Positive
 it is going to be a mix of the ones you sent   just putting together list of the people we want different ones sending to,Positive
duncan riley news ltd team you quoted me all is forgiven just promise not to threaten to sue again   ,Positive
 so what do you floridians call quotnippyquot  it is 26 here in rio wi that is nippy here lol,Positive
 n i got yr pic posing in the server room  ,Positive
 it was not mine  do not give them to me ,Negative
i have the sleep eyes   i think i need to go back to sleep lollaterz twitters,Negative
 helps get me through the day ,Positive
 omg i cry every time too the first time i saw it i literally had tears running down my face how embarrassing ,Positive
10 days til new pushing daisies ,Positive
 i thought i was the only one i admire the iphone does not mean i want one ,Positive
feeling ill today too so not having a great day ,Negative
figuring out facebook and adding twitter celebs ,Positive
ebtmcom is back ,Positive
disneycom is the bomb  yea yea  i am turning 17  whatever  flips hair lol  ,Positive
 hmm could not be worse than having a pimple on your nose that is actually a giant purple rhinoceros now feel better ,Positive
accidentally listened to the new sugababes album   playing four girls aloud hits sequentially to purge the memory,Negative
bonjour twitter i am going to buy the macheist bundle  designing a eshop again today going to be expert in that,Positive
mother fuckers changing the rotas without telling me  not cool off to work ,Negative
 and i would go with either a nose ring or an eyebrow bar in my opinion ,Positive
what do you do if a blonde throws a grenade at you pull the pin and throw it back hahahaha not i need a good joke ,Negative
dog has been walked washing in the machine chill time sore throat though ,Negative
my rattie is still sick has pneumonia n a tumor  i am really run down n depressed n havin a fibro day,Negative
 ahh mines totally over and i am so pissed ,Negative
 awe sorry to hear   what are you up to this weekend  we need to catch up i will be home from friday to sunday,Negative
guess who just posted on universal causality me  ,Positive
i looooove ace of cakes catching up on it at work ,Positive
but then there is all the rest ,Positive
if i can make it to bed without running into a wall or tripping over my own feet that is heh ,Positive
is just about to do some uni workneed energyyyyyy   woop,Positive
quite sick going to doctor now ,Negative
 i am trying to research some dude for my english assignment that is due tomorrow and my internet keeps freezing and will not load ,Negative
 lol gladly i made a lot but i cannot bring it to school ,Negative
it worked now i have this feeling that i might have to sleep outside ,Positive
 that big oaf can play piano ,Positive
wonders whether fukuoka knew their iata code was going to be fuk two more days till i leave for fuk ,Positive
only 18 more days left in london where did the time go ,Negative
     that is a longtime good for you   ,Positive
 okay have to revise that productpage says nope ,Negative
  i am looking for the berocca then all will be well ,Positive
cannot believe the crap that is on the radio i need  in my life ,Negative
realized this morning that i forgot to meet up with a friend last night due to pure exhaustion feel bad ,Negative
jamming postponed again boohoohoozx damn you flu bug ,Negative
 is it possible to add another stream option that uses the regular 808080 port i cannot stream noagenda because of fwproxy ,Negative
 it is hugely significant that apple was the first company to bring unix to the desktop with viable commercial app support ,Positive
 all things good hey sorry about the sore muscles but body beautiful is painful  are you well otherwise,Positive
 your material is inventive intelligent and absolutely hilarious gt cannot wait for the new season of curb ,Positive
i had plans today and now i am scared of you know moving for fear of teh boke  fml,Negative
doing the usual with breakie in starbucks before heading out for the morning with cameras but weather looking shite at this stage ,Negative
  omgawd i could not handle my cat being in heat all the time d d,Negative
 he is not here  he is down south for 2 days working,Negative
blipfm is downi am going back to normal tweeting for a while ,Negative
aaaarh i was doing fine from 1 till 50 questions 51 to 65 were the a to n kind luckily that was part a part b was much harder ,Negative
 love you little baby sister cannot wait til next semester ,Positive
 okay we need to have a competition to see whether you or i have the dodgiest cantonese i bet i win ,Positive
just got home going to sleep for a couple hours no age of conan  i hope i dream about eating delicious sushi,Negative
i am layin in bed  3am cos my tummy is beatboxn so bd so i hd 2 wake up cannot eat unburnable calories nt gd for my quotabsquot i am hungry ,Negative
oldest woman is 115 years old she lived to see both 1900 amp 2000 come in her complaints  arthritis and non crispy bacon  got to love it ,Positive
 loved the podcast thank you ,Positive
unc dismantles mich st to claim championship i wanted nova to win ,Negative
sitting at work bored wish i was home ,Negative
following some twitter accounts that report on earthquakes situation in abruzzo italy is not good180 dead photos  ,Negative
you may have heard s book is out today  here is my review of it for universitychiccom ,Positive
 finally you guys are here cannot wait for the new album ,Positive
  my work is done then mhahaha,Positive
just read rs amazing blog so tired  do not want to go to school tomorrow either hmmph ,Negative
the hoyts distribution nz website is not working for me great and it has to be like this when i need it most ,Negative
completely wiped and reloaded the 8900 lost all bbm contacts    going to bed sad,Negative
pretty colors of springtime flowers you cannot help but feel happy  quotmahi malaquot ,Positive
 who are you i saw you follow me  nice to know you anyway x,Positive
photo got this from marjs multiply a ill miss you masci  ,Negative
remembers himself of the last year concerts meetings she looks forward to that that begins again  ,Positive
 i am  follow me ,Positive
cramming for an exam ,Negative
nearly killed a kid on a bike pulling out of my driveway this morning thank goodness he is ok car is scratched though ,Negative
 oh snap bars and  stores are not open on the statutory holidays during  stupid retarded laws ,Negative
i am out of smokes ,Negative
enjoying the last weekend before going back to work ,Negative
 yeah finally lt333 im sooooo happy for you ,Positive
i think i might be coming down with something ,Negative
  oooh i just worked it out    the babies  thanks,Positive
 karizma spen dennis ferrer or martinez brothers please ,Positive
testing twitter mobile sms from australia expensive  ,Negative
i got it thank you nys sorry i said you were broke ,Positive
 thank you very much  tickets booked ,Positive
 of course i am excited too  pictures    you know me  lol  john has to work though so it is a bummer  ,Negative
watching ncis it is awsome        so what is up people,Positive
 indeed it is always good to know the mind still works  and if i can hang with dr foster i figure it is all good right ,Positive
i saw the show in columbus oh on 44tried 2 go 2 cincinnati oh 627 but it was sold out  you guy were great,Negative
feeling blueand almost everybody says that my jokes are bad ,Negative
i am sad because does not reply me yet   ,Negative
  i caught a shark ,Positive
